뉴딜사업명,상위기관명,하위기관명,부서명,사업년도,상위사업분류,하위사업분류,사업유형,참여대상,전일근무 일근로시간,전일근무 시급,전일근무 계획인원,전일근무 금회선발인원,파트타임 일근로시간,파트타임 시급,파트타임 계획인원,파트타임 금회선발인원,근로기간 시작일자,근로기간 종료일자,사업목적,이런일을 합니다,근무조건,사업담당자 전화번호
2018 서울시립미술관 전시큐레이터 양성 사업,사업소,시립미술관,서울시립미술관,2018,문화,문화?예술?디자인?방송,시직접추진,청년,8,9220,30,20,0,0,0,,20180302,20181231,"■ 사업목적 ○ 미술분야 전공 청년들의 현장실무 경험 수요 증가 ○ 미술분야 청년전문가 역량 배양 및 취업연계 징검다리 역할   ■ 사업내용 ○ 전시기획(작가와 작품 선정, 자료수집 등) 및 전시장 관리(전시장 및 안내요원 관리) ○ 교육사업 운영(시민미술아카데미), 홍보업무(미술관 SNS 및 마케터즈 운영) ○ 소장작품 관리(DB구축 및 관리), 학술연구업무(리서치, 전시공간 조성), 자료실 운영","○ 학예분야(18명)   - 전시기획, 학술연구업무 지원   - 작품수집 DB 구축 및 업무 지원   - 미술교육 및 홍보업무 지원  ○ 전시장 관리분야(1명) : 전시장 및 학예과 업무 지원   ○ 사서분야(1명) : 자료실 관리 등 운영 지원"," ○ 참여대상 : 만18세이상 ~ 만39세이하 청년  ○ 근로조건 : 1일 8시간, 주 5일 근무   -학예분야 : 월~금 -전시장 관리분야    ? 전시기간 : 화~토    ? 비전시기간 : 월~금 -사서분야 : 화~토  ○ 급여 :  1일 73,760원  (주?연차수당 지급)  ○ 근로장소 : 서울시립미술관 서소문 본관 및 분관  ○ 자격요건 : *학예분야 :미술 또는 미술학 관련 전공 4년제 졸업 이상 (미술사, 미학, 예술학, 큐레이터학 등)                       *전시장 관리분야 : 4년제 졸업 이상                      *사서분야 : 사서관련학 졸업, 준사서 자격증 소지자  ○ 제출서류 : 졸업증명서, 관련자격증 첨부 요망",02-2124-8926
지적토지 전문인력 양성,자치구,은평구,재무과,2018,경제,마케팅?판매?부동산,자치구추긴,청년,6,9220,4,4,0,0,0,,20180302,20181130,"사업목적 : 지적토지에 관심이 있는 미취업 청년들을 채용, 관련분야 교육을 실시하여 관내 국공유재산 대지, 도로 등 5,571필지)의 지적조사를 실시하고, 국공유재산의 이용실태 분석, 활용방안 등을 강구하는 등 실무적인 접근을 통해 지적토지 분야 전문인력 양성에 기여하고자 함  사업내용: 지적토지 전문인력 양성을 위한 실무위주 교육실시, 국공유재산 이용실태 조사 참여, 미활용 토지 발굴 및 활용방안 강구","○ 지적토지 관련 법규정, 통합공간정보서비스 등 전산시스템      활용방법, 실태조사 및 측량방법 등 실무교육 이수  ○ 「국공유지 이용실태 조사」등 지적토지 관련 조사 참여  ○ 국공유지의 효율적이고 체계적인 토지 관리방안 강구","○ 참여대상 : 만18세이상 ~ 39세이하 청년  ○ 근로조건 : 주5일, 1일6시간  ○ 급여 : 시급 9,220원 (주?연차수당 지급)  ○ 근로장소 : 은평구 재무과  ○ 우대조건 : 지적토지 분야 근무경력자 및 자격증소지자, 엑셀, 한글, 파워포인트 등 컴퓨터 활용이 가능한 자",02-351-6613
도시재생리더양성사업,본청,도시재생본부,주거재생과,2018,경제,사업관리,시직접추진,청년,8,9220,10,10,0,0,0,,20180302,20181130,"사업목적 ○ 도시재생지역에서 도시재생사업이 원활히 추진될 수 있도록 지역밀착형 현장리더,활동가 양성 ○ 지역자산활용 발굴, 지역주민？기존 활동가들과 연계프로그램 개발 및 참여하여 주민의 역량을 끌어낼 컨설턴트 양성 사업내용 ○ 도시재생사업 홍보 및 기록관리 ○ 도시재생 현장에서 도시재생사업 진행 참여 ○ 사업지원, 추진주체(주민협의체, 지역단체 등) 지원 및 연계 프로그램개발 ○ 도시재생사업 관리운영","○ 도시재생사업 홍보 및 기록 등 ○ 도시재생지원센터를 중심으로 도시재생사업 진행 참여  (외향적인 성격, 창의력, 기획력) ○ 사업지원, 추진주체(주민협의체, 사업추진협의회 등) 지원업무 ○ 지역내 마을활동가, 사회적 기업 등과 연계 프로그램개발 및 참여 ○ 도시재생 전문가로 성장가능","○ 참여대상 : 모집공고일 현재 만18세이상 만39세 이하의 서울시민으로서 사업 참여 배제대상자에 해당하지 않는자  ○ 근로조건 : 주 40시간 9개월 ○ 급여 : 시급9,220원 (일급73,760원) ○ 근로장소 : 창신숭인 도시재생지원센터 해방촌 도시재생지원센터 가리봉 도시재생지원센터                    (3개지역 센터별로 정해진 인원이라 하더라도 3개지역 센터업무량에 따라 유동성있게 이동 근무배치함 ○ 근로기간 : 2018.03~2018.11 ○ 필수자격증 및 우대요건 : 졸업증명서,경력증명서,교육수료증                                          *건축,도시,조경,디자인,사회학,신문방송 등 도시재생 및 홍보관련 분야 졸업 또는 업무경험자                                           중앙정부,지방자치단체,공기업 등에서 주최 또는 후원에 의해 실시한 도시재생관련 교육이수자(10시간 이상)",02-2133-7181
청년한국어강사육성사업,자치구,구로구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,청년,8,9220,7,1,0,0,0,,20180302,20181231,"1. 사업목적 ○다문화복지사업에 관심있는 청년들을 채용하여 한국어강사로서 역량을 강화 ○중도입국 청소년 및 이주여성들에게 한국어교육 및 상담 서비스를 제공함으로 구로구 다문화가정 사회통합 및 사회적관계망 확대 2. 사업내용 ○상담 : 다문화가정아동 및 청소년, 이주여성 초기상담, 멘토링상담, 종결평가 ○한국어교육 : 수준별 한국어교육프로그램 교안작성 및 제공 ○한국문화적응프로그램 운영",○ 다문화가정 자녀(중도입국청소년) 결혼이민여성 대상 한국어 교육 및 상담 ○ 한국어교육 프로그램 개발 ○ 멘토링 프로그램 개발 및 실행 ○ 한국어교육 수요처 발굴 및 관리 ,"○ 참여대상 : 만 18세 이상 ~ 39세 이하 청년  ○ 근로조건(근로시간) : 주 5일(1일 8시간)  ○ 급여 : 시급 9,220원(주?연차수당 지급)  ○ 근로장소 : 화원종합사회복지관  ○ 자격요건(필수자격증,우대조건 등) : 필수자격-한국어교원 교육과정 120시간 이수자, 우대조건-2급 자격이상 소지자 중 관련복지사업  유경험자",02-860-3053
민간복지시설 사회복지전문가 양성,자치구,영등포구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,청년,8,9220,4,2,0,0,0,,20180302,20181231,1.사업목적 ○ 찾동 사업으로 업무는 증가되었으나 인력은 보충되지 않아 민간복지시설 업무과부하로 인한 불만 증대 ○ 민간복지기관과의 친밀한 협력관계를 유지하고 찾동의 지속적인 추진을 위한 인력배치 필요  2.사업내용 ○ 지역사회정보 조사 및 자원연계 활동 지원 ○ 찾아가는 동 주민센터 사업 및 기관 홍보 ○ 민간복지시설 프로그램 운영 및지원 등 ,★ 배치되는 복지관별 상이  ○ 지역사회 관계망 구축 및 취약계층 발굴     - 지역사회 조직력 강화를 위한 워크숍 추진 및 지지체계마련 프로그램 운영     - 취약계층을 위한 주민 돌봄활동 및 동행가정방문  ○ 지역사회 홍보 및 연계     - 기관활동에 대한 홍보 및 주민욕구조사 후 프로그램 개발     - 민간복지시설 개별 프로그램 기획 및 진행  ○ 찾아가는 동 주민센터 사업 민관협력 사업 진행     - 나눔이웃 활동에 대한 동별 모니터링 및 컨설팅     - 마을 활동 정보 공유 및 연계,"○ 참여대상 :  청년(만39세 미만) ○ 근로조건 :  주 5 일( 월요일~ 금요일), 09:00 ~ 18:00(휴게시간 :1시간 ) ○ 급      여 :  1일  73,760원(식비포함)   - 주휴수당 :  73,760 원(1주 동안 개근한 경우 지급)   - 연차유급휴가 미사용 수당 :  73,760원(휴가를 미사용할 경우 수당 지급) ○ 근로장소 : 관내 복지관 ○ 근로기간 : 2018.3.2 ~ 12.31 ○ 우대조건 : 사회복지사 자격증 필수                    복지관 등 복지기관 경험 우대                    엑셀, 한글 등 자격증 우대",02-2670-1689
빅데이터 자원연계 코디네이터,민간공모,민간공모,민간공모,2018,경제,사업관리,민간공모,일반,7,9220,8,8,0,0,0,,20180302,20181231,"[ 사업 목적 ] 1.빅데이터를 창업기업에 활용할 수 있는 솔루션 개발 2.빅데이터를 활용하여 서울시 창업기업들을 육성하고 성공률 향상에 기여 3.빅데이터를 활용한 신직업 및 신규 일자리의 창출  [ 사업 내용 ] 뉴딜일자리를 통해 청년기업 및 사회적경제기업이 활용할 수 있는 다양한 빅데이터를 수집, 공유함으로써 기업이 성장할 수 있는 자원을 연계할 수 있도록 하고, 빅데이터 전문가를 양성하여 새로운 일자리를 창출함 ","○ 빅데이터가 필요한 청년창업기업 및 사회적경제기업 발굴, 관리  ○ 정보수요 탐색 및 빅데이터 자료수집 및 가공  ○ 청년창업기업 및 사회적경제기업에 정보 제공(온라인, 오프라인) ○ 창업기업전문 빅데이터 정보 플랫폼 운영","○ 참여대상 : 만 18세 이상~  ○ 근로조건 : 주5일, 1일7시간  ○ 급      여 : 1일 64,540원(주?연차수당 지급)  ○ 근로장소 : 서울역 12번 출구에 위치한 상상우리 제2관(서울역 12번출구)  ○ 근로기간 : 2018년3월2일~12월31일  ○ 우대요건 : 컴퓨터활용능력 우수자 우대",02-775-3352
안전교육전문인력육성사업,본청,소방재난본부,안전지원과,2018,"환경,안전",환경?에너지?안전,시직접추진,청년,8,9220,10,10,0,0,0,,20180302,20181231,1. 사업목적  ○ 소방시설 및 응급처치 전문교육으로 관련자격증 취득용이   ○ 자격증 취득으로 소방관련업체/의료시설 등 재취업   ○ 소방대상물 안전관리자 및 어린이집 등 안전요원 인재육성  ○ 국.공립 등 안전교육전문가 및 안전해설사로서의 역량강화   2. 사업내용  ○ 21개의 안전체험 운영 및 소방/구급 전문 운영교관 업무수행   -소방시설 및 응급처치에 관한 전문교육 및 연구강의 등 교관역량 강화 ,"체험관 방문하는 시민들을 대상으로 안전체험 운영 또는 안전해설사 업무를 수행하며, 이에따른 부가적인 업무도 병행합니다. (운영 전 사전 오리엔테이션 및 직무역량 강화교육 등으로 직무역량 향상)"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년 (소방및 응급관련  자격증소지자 ,유아교육학과 졸업생 우대)  ○ 근로조건 : 주5일(화,수,목,금,토/일 중 택일, 월요일 휴무), 1일 8시간  ○ 급여 : 1일 73,760원(주?연차수당 지급)  ○ 근로장소 : 광나루/보라매안전체험관  ○ 근로기간 : 2018년3월2일~12월31일  ○ 자격요건 : 소방및 응급관련  자격증소지자 ,유아교육학과 졸업생 우대",02-2049-4023
책읽는 중랑서포터즈,자치구,중랑구,중랑구립정보도서관,2018,문화,문화?예술?디자인?방송,자치구추긴,일반,8,9220,5,5,0,0,0,,20180302,20181231,시민생활에 필요한 서비스를 제공함 참여자에게는 일경험 제공 및 직업역량 배양을 통해 일자리 진입을 하도록 함.,"○도서대출 장서관리,자료실지원근무 ○도서관프로그램행사지원,상호대차 업무"," ○ 참여대상 : 만18세이상의 서울시민   ○ 근로조건 : 주5일, 1일 8시간   ○ 급여 : 1일 73,760원(주?연차수당 지급)    ○ 근로장소 : 중랑구관내 구립도서관   ○ 우대조건 : 준사서 이상 자격증 소지자",02-490-9146
작은도서관 리딩플래너 배치,자치구,동작구,사회적마을과,2018,문화,문화?예술?디자인?방송,자치구추긴,일반,8,9220,4,4,0,0,0,,20180302,20181231,사업목적 ○ 사업 참여자의 독서관련 자격증 취득을 추진하여 일자리 연계 ○ 전문성을 보유한 인적자원을 활용하여 작은도서관 운영 활성화 기여 ○ 작은도서관에 인력을 배치함으로써 주민과 편의성 도모 및 도서관 간 네트워크 활성화 ○ 작은도서관 상호대차서비스 제공(‘18년 사립작은도서관 상호대차 추진) 사업내용 ○ 사립작은도서관 관리 및 운영 컨설팅 ○ 전문적 장서관리 및 독서프로그램 운영,○ 작은도서관 도서관리 및 대출반납 업무(상호대차서비스) ○ 도서관 운영 컨설팅 및 독서 관련 프로그램 운영  ○ 독서동아리 활성화 등  ," ○ 참여대상 : 만18세이상    ○ 근로조건 : 주5일, 1일 8시간   ○ 급여 : 시급 9,220원(주?연차수당 지급)   ○ 근로장소 : 동작구 작은도서관   ○ 우대조건 : 관련 자격증 소지자 또는 관련근무 경험자 우대",02-820-9360
청년-장애청소년 마을카페운영 코디네이터,자치구,도봉구,교육지원과,2018,문화,음식서비스?식품가공,자치구추긴,청년,7,9220,3,3,0,0,0,,20180302,20181231,*사업목적  ○ 청년중심의 마을카페 운영을 통해 마을단위 사회적 경제 이바지  ○ 장애청소년 카페운영 인큐베이팅을 통해 장애청소년의 근로의욕 증진과 전문성 발달  ○ 청소년시설을 중심으로 한 지역단위 마을 카페 활성화 기여  *사업내용   ○ 청년-장애청소년 마을카페 운영  ○ 카페운영(경영-홍보-창업) 노하우 교육을 통한 실무자 역량강화   ○ 찾아가는 마을카페 운영을 통한 마을력 증진 ,"창업교육, 바리스타 교육, 장애특화교육, 대외홍보업무, 안전관리, 언론 모니터링,  찾아가는 마을카페 운영 등"," ○ 참여대상 : 공통자격  ○ 근로조건 :  1일 7시간, 주 5일 근무   ○ 급      여 : 1일 64,540원(주?연차수당 지급)  ○ 근로장소 : 쌍문동청소년문화의집  ○ 근로기간 : 2018. 3.2 ~ 2018. 12.31  ○ 우대요건 : 청소년지도사, 사회복지사 자격증 소지자 우대",02-2091-2364
지역특화 축제 및 행사운영 코디네이터,자치구,종로구,종로문화재단,2018,문화,문화?예술?디자인?방송,자치구추긴,청년,8,9220,2,2,0,0,0,,20180302,20181231,"○ 지역축제 및 행사를 추진함으로써 다양한 업무경험과 능력을 쌓아 민간일자리 진입을 지원할 수 있도록 일자리 기회 마련  ○ 전통과 현대가 조화로운 종로구만이 가진 지역적 인프라와 특성을 살려 종로구민 뿐 아닌 서울시민 모두가 참여하는 축제 및 행사운영을 함께 할 코디네이터 활동 수행 ○ 대내적으로 종로문화재단이 주관하는 축제 및 행사지원 및 홍보, 운영지원등의 업무 수행","○ 종로문화재단이 주관하는 축제 및 행사 지원 및 홍보, 운영 지원 등의 업무 수행 ○ 축제사업 및 재단 주관행사 운영지원, 협력기관 및 유관단체 행사운영 진행   ○ 행사 참여자 및 자원봉사자 관리 업무  ○ 홍보 SNS 관리(홈페이지 및 블로그, SNS 게시글 모니터링, 공지사항 관리 등)  ○ 기타 문화사업운영 관련 업무 수행"," ○ 참여대상 : 만18세이상 만39세 이하 청년 (문화예술관련 1년 이상 실무 유경험자 또는 행사 및 축제 등 실무 업무 유경험자 우대)  ○ 근로조건 : 주5일, 1일8시간  ○ 급여 : 1일 73,760원(주?연차수당 지급)  ○ 근로장소 : 종로문화재단 본부   ○ 근로기간 : 2018년3월2일~12월31일  ○ 우      대 : 지원분야 및 담당 업무에 관한 전반적 이해 및 관련분야 경험, 경력이 있는자                    문화예술관련 1년 이상 실무 유경험자 또는 행사 및 축제 등 실무 업무  유경험자 우대",02-6203-1159
문화예술 매개자 운영,자치구,도봉구,문화체육과,2018,문화,문화?예술?디자인?방송,자치구추긴,청년,7,9220,5,5,0,0,0,,20180302,20181231,"*사업목적 ○ 도봉구 문화예술정책에 부응하는 지역사회 문화예술 활동가를 양성 ○ 도봉구 문화예술 경영, 공연기획 및 홍보마케팅 활성화 *사업내용 ○ 문화예술 매개인을 활용한 도봉구 특화 문화예술 정책사업 추진 ○ 지역사회 문화예술가 네트워크 구축 및 운영 ○ 주요업무: 청년문화기획단 운영(5명), 방학천문화공방거리 운영(2명), 방학동마을극장(2명), 도봉구민청 운영(2명), 도봉문화재단 운영 지원(7명) ","○ 거리예술공연 기획?홍보(프로그램 운영) ○ 거리예술공연 공연설비 현장실무 지원(버스킹 무대장치 유지관리) ○ 마을극장 운영(프로그램 기획, 시설관리 등)  ○ 도봉문화재단 서포터즈 운영 및 홍보(SNS관리, 사업홍보)"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년  ○ 근로조건 : 주5일, 1일7시간  ○ 급      여 : 1일 64,540원(주?연차수당 지급)  ○ 근로장소 : 문화예술지원센터, 마을극장, 도봉문화재단  ○ 근로기간 : 2018년3월2일~12월31일  ○ 우대조건 : 사진?일러스트, 문화예술공연 기획?운영, 음향장비?조명 운영 업무 경험자 우대                       (문화예술공연 기획?운영, 음향장비?조명 운영 업무 경험자 우대)",02-2091-2282
사회적경제 디딤돌매니저,자치구,동대문구,일자리창출과,2018,경제,사업관리,자치구추긴,청년,8,9220,2,2,0,0,0,,20180302,20181231,"○ 사업목적   - 직업역량 강화   - 동대문구 우수 사회적경제 기업으로 일자리 연계   - 사회적경제 활성화 기여 ○ 사업내용   - 동대문구 청년 및 외식창업 지원 프로그램, 사회적경제 시장개척 프로그램, 사회서비스 개발 프로그램, 사회적경제 미디어 홍보 프로그램 참여 ","○ 동대문구 사회적경제기업 경영정보관리 ○ 사회적경제기업 홍보 컨텐츠 개발, 취재 ○ 홈페이지, SNS관리 등","○ 참여대상 :만18세이상 ~ 39세이하 청년  ○ 근로조건(근로시간) : 주5일, 1일 8시간  ○ 급여 : 1일 73,760원(주?연차수당 지급)  ○ 근로장소 : 동대문구 사회적경제 통합지원센터 사무실  ○ 우대조건 :  사회적경제관련분야 경력자 우대   ",02-2127-4927
아동복지전문가운영,본청,여성가족실,서울특별시아동복지센터 (아동학대예방센터),2018,복지,사회복지?보육?상담,시직접추진,일반,8,9220,10,6,0,0,0,,20180302,20181231,"○ 아동학대 현장조사 전문가 양성으로 급증하는 아동학대에 신속한 현장조사 및 응급조치로 아동안전 도모  ○ 아동학대 신고접수 및 현장조사 지원 ○ 아동학습 및 생활지원 ○ 보호필요아동 상담 및 입？퇴소 조치, 입양 상담 및 전산자료관리",,,02-2040-4202
독거어르신케어매니저,자치구,구로구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,일반,8,9220,5,2,0,0,0,,20180302,20181231,"<사업목적> ○ 지역내 저소득 취약계층 어르신 및 장애인을 대상으로 준사례관리자 및 케어매니저로서의 역할을 부여하여 참여자 능력을 향상시키고, 지속적인 취업교육 및 현직 근무자 선지식 전달을 통해 취업의 유도한다  <사업내용> ○ 지역내 저소득 취약계층 어르신 및 장애인 사례관리(상담) 및 상담 서류 작성 등 ○ 밑반찬 배달 지원을 통한 일상생활 관리 등 ○ 전화상담, 말벗 외출 및 이동시 보행지원","○ 독거어르신 사례관리 및 상담 관련 교육훈련 참여 ○ 도시락 배달지원을 통한 일상생활 관리 및 사례관리 ○ 가정방문 및 전화상담 ○ 말벗, 외출 및 이동시 보행지원","○ 참여대상 : 만 18세이상 서울시민  ○ 근로조건 : 주5일, 1일 8시간  ○ 급여 : 시급 9,220원(주?연차수당 지급)  ○ 근로장소 :구로종합사회복지관  ○ 우대조건 :  사회복지사, 요양보호사 등 관련 자격증 소지자",02-860-3053
복지시설 활동인력,자치구,성동구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,청년,8,9220,4,2,0,0,0,,20180302,20181231,"<목적> ○ 관내 복지관등 복지시설의 인력충원을 통해 양질의 복지서비스 제공 ○ 예비 사회복지인력의 전문복지서비스 경험 제공 ○ 참여자의 사회복지사로서의 진로 모색 ○ 청년 일자리 확충으로 청년 구직난 해소 방안 제시 <내용> ○ 자원재활용 나눔매장 운영, 저소득가정 아동 학교사회사업 진행,   치매어르신 프로그램 진행 등 사회복지관 프로그램 진행 업무 수행 ○ 재가 서비스 활동도우미, 프로그램진행, 사례관리등","○자원재활용 나눔매장 운영, 저소득가정 아동 학교사회사업 진행,  치매어르신 프로그램 진행 등 사회복지관 프로그램 진행 업무수행 ○복지시설 행정업무, 대외홍보업무, 시설 행사지원, 사례관리, 대상자 모니터링 등"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년   ○ 근로조건 : 주5일, 1일8시간   ○ 급여 : 시급 9220원 (주?연차수당 지급)    ○ 근로장소 : 관내 복지시설    ○ 우대조건 :운전 가능자 (1종보통), 사회복지사자격증 우대 ",02-2286-5461
서울교통주치의,본청,도시교통본부,교통운영과,2018,"환경,안전",환경?에너지?안전,시직접추진,청년,7,9220,8,8,0,0,0,,20180302,20181130,"<사업목적> ○ 다양한 교통 문제의 선제적 대응을 위해 교통 현장에 기반한 조사 및 해결책 마련 ○ 참여자 대상 교통 분야 실무기회를 제공함으로써 전문성을 확보하고, 취업 가능성 제고  <사업내용> ○ 교통 개선 대상지점에 대한 실태조사 및 개선안 도출 ○ 교통사고 잦은 곳 등 현장 확인 및 유관기관 협의, 개선안 도출 ○ 교통관련시설 시민 불편사항 발굴 및 개선안 도출","교통개선 대상지점에 대한 실태조사, 시민의견 수렴, 개선안 도출 등"," ○ 참여대상 : 만 18세~만 39세  ○ 근로조건 : 주5일,일 7시간  ○ 급여 : 시급 9220  ○ 근로장소 : 서울특별시 교통운영과 사무실  ○ 근로기간 : 2018.3.~2018.11.  ○ 자격및 우대요건 : 교통 관련학과 졸업자 또는 동등한 자격 보유자",02-2133-2455
사각지대 Zero! 복지틈새발굴단,자치구,중구,취업지원과,2018,복지,사회복지?보육?상담,자치구추긴,청년,6,9220,3,3,0,0,0,,20180302,20181231,"□ 사업목적   ○ 서민생활 안정을 위한 일자리 창출과 일자리 창출을 통한 경제 활성화  ○ 적극적인 복지사업 시행으로 각종 복지문제에 선재적?능동적 지원 □ 사업내용  ○ 동 주민센터에 배치, 복지대상자 가정 방문 및 내방 민원 초기 상담 등 복지업무 수행 □ 업무내용  ○ 관할 지역 어르신 가정 방문 및 상담, 각종 복지 관련 정보 전달  ○ 거동불편 복지급여신청자 방문서비스  ○ 내방 민원 초기 상담 수행 ","○ 관할 지역 어르신 가정 방문 및 상담, 각종 복지 관련 정보 전달 ○ 거동불편 복지급여신청자 방문서비스 ○ 내방 민원 초기 상담 수행 ","○ 참여대상 : 만18세이상 ~ 39세이하   ○ 근로조건 : 주5일, 1일6시간  ○ 급여 : 시급 9,220원 (주?연차수당 지급)  ○ 근로장소 : 사회복지부서 및 주민센터  ○ 우대조건 : 복지관련 자격증 및 경력자 ",02-3396-5699
간호간병통합서비스 사업,사업소,어린이병원,간호부,2018,복지,보건?의료,시직접추진,일반,8,9220,16,6,0,0,0,,20180302,20181231,"○ 사업목적 : 간호간병통합서비스는 보호자의 간병부담 및 입원서비스 질 제고를 위함으로, 의료법 개정에 의해 공공병원은 우선            적용 대상이며, 자격취득 후 간호조무 신규인력의 고용창출과 질 높은 공공의료서비스를 제공하고자 함  ○ 사업내용 : 보호자 없는 환아 입원 병동에 적정 간호인력 배치, 간호간병 통합서비스 4개 병동 120병상 운영            적정 간호 인력에 의한 간호간병 서비스 제공","○ 환아의 침상정리 및 청결유지     (기저귀 교환, 세안, 목욕 등) ○ 식사 및 간식수발 등 ○ 검사나 외래 진료시 환아 이동 및 외진시 동행 등 ○ 욕창예방을 위한 체위변경 및 운동 돕기 ○ 환아의 육체적, 정신적 안위 및 편의와 관련된                모든 간호보조 활동 등"," ○ 참여대상 : 만18세이상    ○ 근로조건 : 주5일, 1일 8시간   ○ 급여 : 시급 9,220원(주?연차수당 지급)   ○ 근로장소 : 어린이병원 각 병동   ○ 우대조건 : 간호조무사 자격증(필수)",02-570-8305
"사회복지시설(종합복지관, 노숙인시설 등)서포터즈",자치구,양천구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,청년,8,9220,9,7,0,0,0,,20180302,20181231,"  ○ 사업목적 : 뉴딜일자리 사업 연계로 종합사회복지관 및 자활센터, 노숙인센터, 보훈회관 등               사회복지시설에 인력을 지원하여 사회복지 서비스의 질 향상과 더불어 일자리                사업 참여자에게는 사회복지 시설 등 민간일자리 진입을 촉진하고자 함.  ○ 사업내용 : 종합복지관의 사례관리, 서비스 제공, 지역사회조직 업무(사례관리 주민 인테이크) 등","○ 종합사회복지관 사례관리 주민 인테이크 및 면담 ○ 종합사회복지관 어르신여가지원, 일상지원업무 등 ○ 종합사회복지관 복지네트워크 사업 지원 등  "," ○ 참여대상 : 만18세이상 ~ 39세이하 청년   ○ 근로조건 : 주5일, 1일 8시간   ○ 급여 : 시급 9,220원(주?연차수당 지급)    ○ 근로장소 : 종합사회복지관 등   ○ 우대조건 : 사회복지사 자격증 소지자 ",02-2620-3343
2018. 뉴딜일자리 우리동네 살림의 달인 양성사업,자치구,도봉구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,여성,0,0,0,,3,9220,10,10,20180302,20180930,"*사업목적 ○ 찾아가는 동 주민센터 시행으로 발굴된 독거노인, 청장년1인 가구, 다문화가족 등 취약계층의 가사관련 서비스 욕구(정리수납법 및 간단한 밑반찬 조리법 안내 등)에 대응 *사업내용 ○ 洞 사례관리사업을 통해 발굴된 가사관련 서비스 지원이 필요한 취약계층 가구방문을 통하여 간단한 밑반찬 조리법, 정리수납방법 등을 지도 ○ 방문 시 안부확인, 고독감 경감을 위한 말벗서비스 및 복지정보 등 제공 ","○독거노인, 청장년 1인가구, 다문화가정 등 취약계층 가구 가정방문 ○간단한 밑반찬 조리법, 정리수납방법 등 생활정보 및 안부확인 ○방문 시 안부확인, 고독감 경감을 위한 말벗서비스 및 복지정보 등 제공","○ 참여대상 : 만18세이상   ○ 근로조건 : 주5일, 1일 3시간  ○ 급여 : 시급 9,220원(주?연차수당 지급)  ○ 근로장소 : 도봉구 내 10개 동주민센터  ○ 우대조건 : 봉사정신이 투철하고, 외향적이며 긍정적인 성격으로 활동적인 분                   자원봉사시간이 일정시간 이상인 분, 요양보호사, 보육교사, 사회복지사 2급이상 자격증 등을 소유한 분, 유사사업 근무이력이 있는 분, 도보이동 등 활동에 제약이 없는 분.",02-2091-3012
중증장애인 현장중심 직업훈련 잡코치(job coach) 운영,본청,복지본부,장애인복지정책과,2018,복지,사회복지?보육?상담,민간공모,일반,8,9220,5,5,0,0,0,,20180302,20181231,○ 사업목적   - 발달장애인에게 사업체 현장중심 맞춤형 직업훈련을 실시하는 ‘커리어플러스센터’ 운영 활성화를 위한 발달장애인 전문가    집단 ‘잡코치’를 양성하여 안정적 일자리 제공  - 미취업자 및 경력 단절 여성 등을 전문인력으로 양성하여 안정적인 시설(커리어플러스센터 등)의 종사자로 취업  ○ 사업내용  - 뉴딜(중증장애인 잡코치 양성)계획서 수립/시행  - 잡코치 양성 교육 및 사례회의 실시 , ○ 발달장애인에게 사업체 현장중심 맞춤형 직업훈련을 실시하는 '커리어플러스센터'에서 발달장애인 전문가 양성과정    ○ 중증장애인 잡코치 양성 계획서 수립 및 시행     ○ 지역사회 사업체 내 현장중심 직업 훈련 실시   ○ 잡코치 한명당 훈련생 3~5명 담당(훈련생 인원은 변경될 수 있음)," ○ 참여대상 : 만18세 이상 서울시 등록 시민 (특수교사, 재활교사, 사회복지사 자격증 소지자 우대)  ○ 근로조건 : 1일 8시간/주5일 근무  ○ 급      여 : 1일 73,760원(4대 보험 가입, 주, 연차 수당 지급)  ○ 근로장소 : 커리어플러스센터  ○ 근로기간 : 2018년 03월02일~12월31일  ○ 우대요건 : 특수교사, 재활교사, 사회복지사 자격증 소지자 우대   ○ 제출서류 : 공통서류+관련자격증 사본 및 경력증명서(해당자에 한함), 자기소개서 ",02-2133-7465
